# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* AKMGFOCH_05763      K02078   40.60  108.5   1.7e-31 acyl carrier protein
* AKMGFOCH_05764      K09458  477.20  608.4  7.1e-183 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
* AKMGFOCH_05766      K03088   59.37  177.5   1.7e-52 RNA polymerase sigma-70 factor, ECF subfamily
* AKMGFOCH_05767      K03597   58.30  100.7   5.3e-29 sigma-E factor negative regulatory protein RseA
* AKMGFOCH_05768      K03598   87.70  341.3  2.7e-102 sigma-E factor negative regulatory protein RseB
* AKMGFOCH_05769      K04771  293.13  365.7  1.7e-109 serine protease Do [EC:3.4.21.107]
* AKMGFOCH_05770      K03596  915.50 1054.1         0 GTP-binding protein LepA
* AKMGFOCH_05771      K03100  119.53  248.0   5.8e-74 signal peptidase I [EC:3.4.21.89]
* AKMGFOCH_05772      K03685  160.33  271.9   4.4e-81 ribonuclease III [EC:3.1.26.3]
* AKMGFOCH_05773      K03595  154.53  380.3  6.5e-114 GTPase
* AKMGFOCH_05774      K03584   32.07  151.3   1.5e-44 DNA repair protein RecO (recombination protein O)
* AKMGFOCH_05777      K06987   80.27  208.5     6e-62 uncharacterized protein
* AKMGFOCH_05778      K07795   99.77  296.5   1.4e-88 putative tricarboxylic transport membrane protein
* AKMGFOCH_05779      K03301   73.90  342.1  2.1e-102 ATP:ADP antiporter, AAA family
* AKMGFOCH_05781      K19416  171.10  280.0   3.7e-84 modulator of FtsH protease
* AKMGFOCH_05783      K02339   37.93  142.6   5.2e-42 DNA polymerase III subunit chi [EC:2.7.7.7]
* AKMGFOCH_05784      K01255  424.43  563.1  3.7e-169 leucyl aminopeptidase [EC:3.4.11.1]
* AKMGFOCH_05785      K07091  194.60  236.0   2.4e-70 lipopolysaccharide export system permease protein
* AKMGFOCH_05787      K01999  174.37  184.9   1.1e-54 branched-chain amino acid transport system substrate-binding protein
* AKMGFOCH_05788      K00140  498.17  848.4  1.4e-255 malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
* AKMGFOCH_05792      K01908  789.50  891.8  1.3e-268 propionyl-CoA synthetase [EC:6.2.1.17]
* AKMGFOCH_05793      K11477   32.93  195.4   3.3e-58 glc operon protein GlcG
* AKMGFOCH_05794      K06902  152.20  360.0  6.5e-108 MFS transporter, UMF1 family
* AKMGFOCH_05795      K01895  798.27 1028.6         0 acetyl-CoA synthetase [EC:6.2.1.1]
* AKMGFOCH_05796      K15268  159.57  160.6   1.7e-47 O-acetylserine/cysteine efflux transporter
* AKMGFOCH_05797      K01620   97.67  472.5  5.9e-142 threonine aldolase [EC:4.1.2.48]
* AKMGFOCH_05798      K00822  555.07  724.9  1.1e-218 beta-alanine--pyruvate transaminase [EC:2.6.1.18]
* AKMGFOCH_05803      K00311  257.47  986.9  1.6e-297 electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
* AKMGFOCH_05804      K07107   67.73  119.3   8.6e-35 acyl-CoA thioester hydrolase [EC:3.1.2.-]
* AKMGFOCH_05805      K01028  381.63  443.9  8.4e-134 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
* AKMGFOCH_05806      K01029  354.80  396.0  2.9e-119 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
* AKMGFOCH_05807      K02348  105.07  235.5   2.7e-70 ElaA protein
* AKMGFOCH_05809      K13051  283.63  488.9  6.6e-147 L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]
* AKMGFOCH_05810      K13892  905.37  920.3  2.3e-277 glutathione transport system ATP-binding protein
* AKMGFOCH_05810      K02031  437.70  867.5  5.2e-261 peptide/nickel transport system ATP-binding protein
* AKMGFOCH_05810      K02032  423.43  469.1  1.3e-140 peptide/nickel transport system ATP-binding protein
* AKMGFOCH_05811      K13889  419.27  497.1  3.1e-149 glutathione transport system substrate-binding protein
* AKMGFOCH_05811      K02035  246.87  393.7  6.1e-118 peptide/nickel transport system substrate-binding protein
* AKMGFOCH_05812      K02033  271.33  427.3  3.6e-128 peptide/nickel transport system permease protein
* AKMGFOCH_05812      K13890  365.07  396.1  4.1e-119 glutathione transport system permease protein
* AKMGFOCH_05813      K13891  379.07  411.3    1e-123 glutathione transport system permease protein
* AKMGFOCH_05813      K02034  258.23  368.6  1.9e-110 peptide/nickel transport system permease protein
* AKMGFOCH_05814      K01266   50.13  478.5  1.3e-143 D-aminopeptidase [EC:3.4.11.19]
* AKMGFOCH_05815      K16203   93.83  372.4  6.5e-112 D-amino peptidase [EC:3.4.11.-]
* AKMGFOCH_05816      K01262  248.40  362.2  1.7e-108 Xaa-Pro aminopeptidase [EC:3.4.11.9]
* AKMGFOCH_05818      K01937  101.00  848.4  1.7e-255 CTP synthase [EC:6.3.4.2]
* AKMGFOCH_05820      K01689   80.80  671.2  6.8e-202 enolase [EC:4.2.1.11]
* AKMGFOCH_05821      K05589   64.20  152.2   4.1e-45 cell division protein FtsB
* AKMGFOCH_05823      K04083   43.97  341.7    2e-102 molecular chaperone Hsp33
* AKMGFOCH_05826      K03269   67.73   92.1   1.2e-26 UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
* AKMGFOCH_05831      K25137  482.30  639.8  1.2e-192 23S rRNA (guanine2445-N2)-methyltransferase [EC:2.1.1.173]
* AKMGFOCH_05832      K08973   45.50  207.2   7.7e-62 protoporphyrinogen IX oxidase [EC:1.3.99.-]
* AKMGFOCH_05833      K01720  201.77  921.5  1.5e-277 2-methylcitrate dehydratase [EC:4.2.1.79]
* AKMGFOCH_05834      K01659  511.13  717.9  2.9e-216 2-methylcitrate synthase [EC:2.3.3.5]
* AKMGFOCH_05835      K03417  362.27  446.5  1.3e-134 methylisocitrate lyase [EC:4.1.3.30]
* AKMGFOCH_05836      K00024  366.50  429.6  6.6e-129 malate dehydrogenase [EC:1.1.1.37]
* AKMGFOCH_05837      K03710  167.27  265.7   3.3e-79 GntR family transcriptional regulator
* AKMGFOCH_05838      K00241   49.83   56.2   1.8e-15 succinate dehydrogenase cytochrome b subunit
* AKMGFOCH_05839      K00242   63.97   82.3   1.1e-23 succinate dehydrogenase membrane anchor subunit
* AKMGFOCH_05840      K00239  687.77  805.6  9.5e-243 succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
* AKMGFOCH_05841      K00240  120.83  371.0  1.8e-111 succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
* AKMGFOCH_05842      K09159   76.13   94.3   1.8e-27 antitoxin CptB
* AKMGFOCH_05843      K01647  351.23  433.4  3.8e-130 citrate synthase [EC:2.3.3.1]
* AKMGFOCH_05845      K08983   56.70  184.7   6.2e-55 putative membrane protein
* AKMGFOCH_05846      K00029  285.93  312.8   1.4e-93 malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
* AKMGFOCH_05847      K00163  339.27 1375.1         0 pyruvate dehydrogenase E1 component [EC:1.2.4.1]
* AKMGFOCH_05849      K01439  280.20  290.3   1.1e-86 succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]
* AKMGFOCH_05850      K02083  470.50  563.0  3.6e-169 allantoate deiminase [EC:3.5.3.9]
* AKMGFOCH_05850      K06016  471.57  499.7  3.7e-150 beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]
* AKMGFOCH_05851      K16842  267.17  574.1  4.5e-173 allantoinase [EC:3.5.2.5]
* AKMGFOCH_05852      K01505  256.10  280.0   1.1e-83 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]
* AKMGFOCH_05853      K03719  128.80  164.6   1.2e-48 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* AKMGFOCH_05854      K00164 1223.73 1318.4         0 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
* AKMGFOCH_05855      K00658  440.37  597.4  7.1e-180 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
* AKMGFOCH_05856      K00382  457.63  624.4  5.4e-188 dihydrolipoamide dehydrogenase [EC:1.8.1.4]
* AKMGFOCH_05857      K06916  424.00  509.5  5.7e-153 cell division protein ZapE
* AKMGFOCH_05858      K23514  168.77  236.2   6.9e-71 RNA polymerase sigma-19 factor, ECF subfamily
* AKMGFOCH_05858      K03088   59.37  110.8   3.4e-32 RNA polymerase sigma-70 factor, ECF subfamily
* AKMGFOCH_05859      K07165   43.50  161.5   1.5e-47 transmembrane sensor
* AKMGFOCH_05860      K02014  162.10  385.7  2.1e-115 iron complex outermembrane recepter protein
* AKMGFOCH_05865      K01867  138.23  405.6  2.1e-121 tryptophanyl-tRNA synthetase [EC:6.1.1.2]
* AKMGFOCH_05867      K06959  442.73 1169.9         0 protein Tex
* AKMGFOCH_05868      K03722  230.60  767.0  1.1e-230 ATP-dependent DNA helicase DinG [EC:5.6.2.3]
* AKMGFOCH_05869      K05807   68.27  289.1   2.7e-86 outer membrane protein assembly factor BamD
* AKMGFOCH_05870      K06180  291.83  354.9  2.6e-106 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]
* AKMGFOCH_05871      K05810   83.70  300.4   7.7e-90 purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]
* AKMGFOCH_05872      K03821  173.27  749.8  2.1e-225 poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC [EC:2.3.1.304]
* AKMGFOCH_05873      K00023  330.93  396.1  2.4e-119 acetoacetyl-CoA reductase [EC:1.1.1.36]
* AKMGFOCH_05873      K00059  266.63  290.4     1e-86 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* AKMGFOCH_05875      K07230   90.40  288.1   1.2e-86 periplasmic iron binding protein
* AKMGFOCH_05877      K07243   35.03  242.7   3.8e-72 high-affinity iron transporter
* AKMGFOCH_05879      K07326  479.70  542.2  5.2e-163 hemolysin activation/secretion protein
* AKMGFOCH_05880      K15125  278.63 1313.3         0 filamentous hemagglutinin
* AKMGFOCH_05882      K06998  106.37  306.1   1.4e-91 trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]
* AKMGFOCH_05883      K04065   51.57   97.5   5.4e-28 hyperosmotically inducible periplasmic protein
* AKMGFOCH_05887      K03802  318.90 1036.0         0 cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]
* AKMGFOCH_05888      K03802  318.90 1039.3         0 cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]
* AKMGFOCH_05889      K06147  614.87  727.1  1.1e-218 ATP-binding cassette, subfamily B, bacterial
* AKMGFOCH_05891      K09919   54.33  591.2  5.6e-178 uncharacterized protein
* AKMGFOCH_05894      K08305   78.87  395.8  1.8e-118 membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]
* AKMGFOCH_05898      K19296   70.30  186.3     2e-55 alginate O-acetyltransferase complex protein AlgF
* AKMGFOCH_05900      K14188   55.87   59.6   1.1e-16 D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]
* AKMGFOCH_05900      K02078   40.60   44.3   7.7e-12 acyl carrier protein
* AKMGFOCH_05901      K19294  249.33  460.7  2.3e-138 alginate O-acetyltransferase complex protein AlgI
* AKMGFOCH_05902      K19295  137.60  230.3   1.8e-68 alginate O-acetyltransferase complex protein AlgJ
* AKMGFOCH_05903      K19295  137.60  190.3   2.5e-56 alginate O-acetyltransferase complex protein AlgJ
* AKMGFOCH_05905      K11740  556.40  927.2  2.2e-279 bacteriophage N4 adsorption protein B
* AKMGFOCH_05907      K01791  401.80  509.5  6.6e-153 UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]
* AKMGFOCH_05908      K16264  306.10  404.2  2.5e-121 cobalt-zinc-cadmium efflux system protein
* AKMGFOCH_05912      K22292  221.80  283.2   9.1e-85 N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]
* AKMGFOCH_05912      K01091  121.67  172.8   4.6e-51 phosphoglycolate phosphatase [EC:3.1.3.18]
* AKMGFOCH_05913      K00568  305.47  368.2  1.7e-110 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
* AKMGFOCH_05914      K03286  121.67  173.2   2.7e-51 OmpA-OmpF porin, OOP family
* AKMGFOCH_05915      K02469 1035.03 1339.9         0 DNA gyrase subunit A [EC:5.6.2.2]
* AKMGFOCH_05916      K00831  121.63  541.7  5.3e-163 phosphoserine aminotransferase [EC:2.6.1.52]
* AKMGFOCH_05917      K14170  357.13  495.6  7.2e-149 chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]
* AKMGFOCH_05917      K04518  325.50  340.8  5.1e-102 prephenate dehydratase [EC:4.2.1.51]
* AKMGFOCH_05918      K00817  291.80  420.4    5e-126 histidinol-phosphate aminotransferase [EC:2.6.1.9]
* AKMGFOCH_05919      K04517  223.60  294.7   5.2e-88 prephenate dehydrogenase [EC:1.3.1.12]
* AKMGFOCH_05920      K00800  136.53  593.3  2.2e-178 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
* AKMGFOCH_05921      K00945   43.43  291.2   4.5e-87 CMP/dCMP kinase [EC:2.7.4.25]
* AKMGFOCH_05922      K02945  146.33  522.5  4.7e-157 small subunit ribosomal protein S1
* AKMGFOCH_05923      K05788  126.17  167.7   7.6e-50 integration host factor subunit beta
* AKMGFOCH_05924      K08992   35.87   94.1   3.2e-27 lipopolysaccharide assembly protein A
* AKMGFOCH_05925      K19804   77.93  482.7  4.6e-145 lipopolysaccharide assembly protein B
* AKMGFOCH_05926      K21344  406.47  421.2    1e-126 D-glycero-beta-D-manno-heptose-7-phosphate kinase [EC:2.7.1.167]
* AKMGFOCH_05927      K03274  254.60  490.2  2.4e-147 ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]
* AKMGFOCH_05928      K02237   73.53   76.3   9.4e-22 competence protein ComEA
* AKMGFOCH_05929      K12339  397.73  525.0  2.9e-158 S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]
* AKMGFOCH_05930      K07795   99.77  318.4   3.2e-95 putative tricarboxylic transport membrane protein
* AKMGFOCH_05933      K08305   78.87  380.0  1.1e-113 membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]
* AKMGFOCH_05935      K03521   80.77  412.0  9.5e-124 electron transfer flavoprotein beta subunit
* AKMGFOCH_05936      K03522  227.43  488.7  1.3e-146 electron transfer flavoprotein alpha subunit
* AKMGFOCH_05936      K02906  232.47  277.0   1.5e-82 large subunit ribosomal protein L3
* AKMGFOCH_05937      K07085  209.70  560.5  1.4e-168 putative transport protein
* AKMGFOCH_05938      K09758  533.90  822.2  6.7e-248 aspartate 4-decarboxylase [EC:4.1.1.12]
* AKMGFOCH_05939      K07085  209.70  534.3  1.3e-160 putative transport protein
* AKMGFOCH_05940      K20035  540.70  807.2    4e-243 3-(methylsulfanyl)propanoyl-CoA dehydrogenase [EC:1.3.99.41]
* AKMGFOCH_05941      K24158  308.67  367.8    4e-111 thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
* AKMGFOCH_05941      K24137  333.43  340.5  2.4e-102 glutaredoxin/glutathione-dependent peroxiredoxin [EC:1.11.1.25 1.11.1.27]
* AKMGFOCH_05942      K23163  485.13  571.4    3e-172 sulfate/thiosulfate transport system substrate-binding protein
* AKMGFOCH_05943      K02046  287.17  461.0  6.3e-139 sulfate/thiosulfate transport system permease protein
* AKMGFOCH_05944      K02047  284.40  503.4  1.1e-151 sulfate/thiosulfate transport system permease protein
* AKMGFOCH_05945      K02045  423.93  518.0  6.4e-156 sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]
* AKMGFOCH_05946      K00390  162.43  295.7   1.7e-88 phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
* AKMGFOCH_05947      K00957  199.50  559.2  5.7e-168 sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
* AKMGFOCH_05948      K00956  518.87  647.0  9.2e-195 sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
* AKMGFOCH_05952      K02884   22.87  188.7   6.2e-56 large subunit ribosomal protein L19
* AKMGFOCH_05953      K17879  159.27  161.6   8.7e-48 peroxisomal coenzyme A diphosphatase NUDT7 [EC:3.6.1.-]
* AKMGFOCH_05954      K06949   84.93  323.0   1.1e-96 ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
* AKMGFOCH_05955      K06013  126.03  466.4  8.4e-140 STE24 endopeptidase [EC:3.4.24.84]
* AKMGFOCH_05956      K13288   53.63  298.8   1.5e-89 oligoribonuclease [EC:3.1.-.-]
* AKMGFOCH_05958      K02616   73.77  289.0   2.2e-86 phenylacetic acid degradation operon negative regulatory protein
* AKMGFOCH_05959      K02609  152.87  587.2  2.9e-177 ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]
* AKMGFOCH_05960      K02610   69.43  157.9   1.6e-46 ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB
* AKMGFOCH_05961      K02611  150.33  380.6  1.8e-114 ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]
* AKMGFOCH_05962      K02612  137.23  253.2   7.8e-76 ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD
* AKMGFOCH_05963      K02613  374.93  501.2  8.2e-151 ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE
* AKMGFOCH_05965      K15866  288.70  374.1  3.5e-112 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]
* AKMGFOCH_05965      K01692  227.13  230.7   1.4e-68 enoyl-CoA hydratase [EC:4.2.1.17]
* AKMGFOCH_05966      K02614   96.20  211.7   6.3e-63 acyl-CoA thioesterase [EC:3.1.2.-]
* AKMGFOCH_05967      K01912  263.73  717.9  3.5e-216 phenylacetate-CoA ligase [EC:6.2.1.30]
* AKMGFOCH_05968      K03327  115.10  217.1   1.6e-64 multidrug resistance protein, MATE family
* AKMGFOCH_05970      K02909   29.83  108.0     2e-31 large subunit ribosomal protein L31
* AKMGFOCH_05971      K00453   67.83  375.7  1.4e-112 tryptophan 2,3-dioxygenase [EC:1.13.11.11]
* AKMGFOCH_05972      K07130  135.83  263.3   8.2e-79 arylformamidase [EC:3.5.1.9]
* AKMGFOCH_05973      K03630   44.00  281.3     5e-84 DNA repair protein RadC
* AKMGFOCH_05974      K03774  145.13  184.0   8.5e-55 FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]
* AKMGFOCH_05975      K03527   57.03  491.0  1.4e-147 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]
* AKMGFOCH_05976      K01801  308.80  347.9  6.2e-105 maleylpyruvate isomerase [EC:5.2.1.4]
* AKMGFOCH_05976      K01800  167.40  296.4   8.2e-89 maleylacetoacetate isomerase [EC:5.2.1.2]
* AKMGFOCH_05976      K00799   63.80  106.8   5.6e-31 glutathione S-transferase [EC:2.5.1.18]
* AKMGFOCH_05977      K04771  293.13  360.4  6.6e-108 serine protease Do [EC:3.4.21.107]
* AKMGFOCH_05978      K07645  392.80  423.0  6.6e-127 two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
* AKMGFOCH_05978      K07649  413.20  414.3  2.8e-124 two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
* AKMGFOCH_05979      K07666  305.43  352.1  1.2e-105 two-component system, OmpR family, response regulator QseB
* AKMGFOCH_05979      K02483  235.13  253.4   1.3e-75 two-component system, OmpR family, response regulator
* AKMGFOCH_05986      K06024   42.60  252.2   2.6e-75 segregation and condensation protein B
* AKMGFOCH_05987      K06178  257.70  389.9  4.8e-117 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]
* AKMGFOCH_05988      K09748   25.43  138.5   1.1e-40 ribosome maturation factor RimP
* AKMGFOCH_05989      K02600   37.07  500.9  1.4e-150 transcription termination/antitermination protein NusA
* AKMGFOCH_05990      K02519  313.00  983.6  3.4e-296 translation initiation factor IF-2
* AKMGFOCH_05991      K02834   29.07  120.9   2.3e-35 ribosome-binding factor A
* AKMGFOCH_05992      K03177  201.43  344.7  4.1e-103 tRNA pseudouridine55 synthase [EC:5.4.99.25]
* AKMGFOCH_05993      K06207  375.33 1055.5         0 GTP-binding protein
* AKMGFOCH_05994      K01821   30.90   79.1   1.3e-22 4-oxalocrotonate tautomerase [EC:5.3.2.6]
* AKMGFOCH_05997      K07795   99.77  297.1   9.1e-89 putative tricarboxylic transport membrane protein
* AKMGFOCH_05998      K12941  368.53  678.9  1.6e-204 aminobenzoyl-glutamate utilization protein B
* AKMGFOCH_06000      K02335  616.30 1106.5         0 DNA polymerase I [EC:2.7.7.7]
* AKMGFOCH_06001      K16267  196.70  305.9   1.1e-91 zinc and cadmium transporter
* AKMGFOCH_06002      K01061   87.13  221.2   1.3e-65 carboxymethylenebutenolidase [EC:3.1.1.45]
* AKMGFOCH_06003      K03324  160.63  509.6  4.7e-153 phosphate:Na+ symporter
* AKMGFOCH_06004      K01752   22.40  757.0  5.4e-228 L-serine dehydratase [EC:4.3.1.17]
* AKMGFOCH_06005      K03799  135.60  222.8   2.4e-66 heat shock protein HtpX [EC:3.4.24.-]
* AKMGFOCH_06006      K15270  161.80  260.3   7.3e-78 S-adenosylmethionine uptake transporter
* AKMGFOCH_06007      K01011  202.23  314.0   5.9e-94 thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
