# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* APNAJNJK_05417      K02437   37.07  170.7   1.6e-50 glycine cleavage system H protein
* APNAJNJK_05418      K00605  308.50  499.1  7.9e-150 aminomethyltransferase [EC:2.1.2.10]
* APNAJNJK_05419      K07238  118.67  228.7   4.3e-68 zinc transporter, ZIP family
* APNAJNJK_05420      K04564   52.03  301.6     2e-90 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
* APNAJNJK_05422      K01584  889.30 1228.9         0 arginine decarboxylase [EC:4.1.1.19]
* APNAJNJK_05427      K01494   84.50  214.3   7.2e-64 dCTP deaminase [EC:3.5.4.13]
* APNAJNJK_05428      K09800  101.20  423.0  1.5e-126 translocation and assembly module TamB
* APNAJNJK_05429      K07278  326.40  452.3  1.1e-135 translocation and assembly module TamA
* APNAJNJK_05430      K03593  112.33  475.7    6e-143 ATP-binding protein involved in chromosome partitioning
* APNAJNJK_05432      K01874  147.87  580.7  1.8e-174 methionyl-tRNA synthetase [EC:6.1.1.10]
* APNAJNJK_05433      K07146  171.57  343.6  6.4e-103 UPF0176 protein
* APNAJNJK_05434      K03668   41.10   73.5   7.2e-21 heat shock protein HslJ
* APNAJNJK_05435      K03668   41.10   86.7   6.5e-25 heat shock protein HslJ
* APNAJNJK_05436      K16568  110.33  125.7   8.1e-37 exopolysaccharide production protein ExoZ
* APNAJNJK_05441      K07727   45.20  111.9   8.2e-33 putative transcriptional regulator
* APNAJNJK_05444      K26148  437.63  490.6    2e-147 c-di-GMP phosphodiesterase [EC:3.1.4.52]
* APNAJNJK_05446      K03821  173.27  683.4  2.3e-205 poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC [EC:2.3.1.304]
* APNAJNJK_05447      K18139  391.37  590.5  1.3e-177 outer membrane protein, multidrug efflux system
* APNAJNJK_05448      K01993  250.40  445.8  5.6e-134 HlyD family secretion protein
* APNAJNJK_05449      K13926  783.63 1617.9         0 ribosome-dependent ATPase
* APNAJNJK_05449      K01990  259.07  282.7     2e-84 ABC-2 type transport system ATP-binding protein
* APNAJNJK_05449      K01992   18.40   67.8   3.1e-19 ABC-2 type transport system permease protein
* APNAJNJK_05450      K01992   18.40   28.0   3.9e-07 ABC-2 type transport system permease protein
* APNAJNJK_05452      K00023  330.93  386.9  1.5e-116 acetoacetyl-CoA reductase [EC:1.1.1.36]
* APNAJNJK_05452      K00059  266.63  293.4   1.1e-87 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* APNAJNJK_05453      K18900  320.60  339.5  9.8e-102 LysR family transcriptional regulator, regulator for bpeEF and oprC
* APNAJNJK_05454      K15269  150.83  412.5  5.3e-124 probable blue pigment (indigoidine) exporter
* APNAJNJK_05455      K00425  161.30  686.1  1.9e-206 cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
* APNAJNJK_05456      K00426   73.97  385.3  1.4e-115 cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
* APNAJNJK_05461      K07795   99.77  318.8   2.2e-95 putative tricarboxylic transport membrane protein
* APNAJNJK_05462      K13795  372.90  608.8  1.1e-183 citrate/tricarballylate utilization protein
* APNAJNJK_05463      K13796  288.30  727.9  1.4e-219 tricarballylate dehydrogenase
* APNAJNJK_05464      K13794  341.03  465.8  1.9e-140 LysR family transcriptional regulator, regulatory protein for tcuABC
* APNAJNJK_05465      K19713   79.03  327.2     4e-98 thiosulfate dehydrogenase [EC:1.8.2.2]
* APNAJNJK_05466      K22474  554.73  601.5  2.2e-181 alcohol dehydrogenase (quinone), cytochrome c subunit [EC:1.1.5.5]
* APNAJNJK_05467      K11209  250.50  330.2   6.4e-99 GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]
* APNAJNJK_05467      K00799   63.80  113.8     4e-33 glutathione S-transferase [EC:2.5.1.18]
* APNAJNJK_05468      K01745  421.73  452.3  8.1e-136 histidine ammonia-lyase [EC:4.3.1.3]
* APNAJNJK_05469      K00784   88.87  146.9   2.4e-43 ribonuclease Z [EC:3.1.26.11]
* APNAJNJK_05470      K03762  468.90  541.3  1.1e-162 MFS transporter, MHS family, proline/betaine transporter
* APNAJNJK_05471      K01712  281.47  646.3  2.6e-194 urocanate hydratase [EC:4.2.1.49]
* APNAJNJK_05472      K09703  163.30  300.1   8.1e-90 uncharacterized protein
* APNAJNJK_05475      K06016  471.57  478.2  1.1e-143 beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]
* APNAJNJK_05480      K02919   26.43   75.2   2.6e-21 large subunit ribosomal protein L36
* APNAJNJK_05481      K05799  137.50  158.6     1e-46 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
* APNAJNJK_05482      K20455 1140.90 1770.3         0 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117]
* APNAJNJK_05483      K09788  468.27  711.0    1e-214 2-methylaconitate isomerase [EC:5.3.3.-]
* APNAJNJK_05484      K23514  168.77  228.1     2e-68 RNA polymerase sigma-19 factor, ECF subfamily
* APNAJNJK_05484      K03088   59.37   86.7     7e-25 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_05485      K07165   43.50  211.5   9.6e-63 transmembrane sensor
* APNAJNJK_05486      K16088  500.73  814.0  5.3e-245 outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
* APNAJNJK_05486      K02014  162.10  253.9   1.4e-75 iron complex outermembrane recepter protein
* APNAJNJK_05487      K01755  186.20  297.9   7.4e-89 argininosuccinate lyase [EC:4.3.2.1]
* APNAJNJK_05488      K18072  497.13  519.1  3.6e-156 two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]
* APNAJNJK_05490      K05712  407.47  497.5  1.9e-149 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]
* APNAJNJK_05492      K08234   83.70  102.1   1.5e-29 glyoxylase I family protein
* APNAJNJK_05493      K05555  164.57  171.2   1.2e-50 cyclase [EC:4.-.-.-]
* APNAJNJK_05494      K16171  181.17  528.4  5.5e-159 fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]
* APNAJNJK_05495      K01800  167.40  273.6   6.7e-82 maleylacetoacetate isomerase [EC:5.2.1.2]
* APNAJNJK_05495      K00799   63.80   91.9   1.8e-26 glutathione S-transferase [EC:2.5.1.18]
* APNAJNJK_05499      K18013  108.70  330.1   7.5e-99 3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]
* APNAJNJK_05500      K01999  174.37  200.5   2.1e-59 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_05502      K06941   64.07  335.2  1.8e-100 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]
* APNAJNJK_05503      K10218  168.60  190.8   1.1e-56 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]
* APNAJNJK_05504      K01426  293.00  334.7  4.3e-100 amidase [EC:3.5.1.4]
* APNAJNJK_05507      K07795   99.77  302.7   1.7e-90 putative tricarboxylic transport membrane protein
* APNAJNJK_05509      K01426  293.00  324.6   5.1e-97 amidase [EC:3.5.1.4]
* APNAJNJK_05514      K07795   99.77  348.8  1.7e-104 putative tricarboxylic transport membrane protein
* APNAJNJK_05515      K01640  138.87  384.7    2e-115 hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
* APNAJNJK_05516      K07749  499.47  585.2  4.7e-176 formyl-CoA transferase [EC:2.8.3.16]
* APNAJNJK_05518      K03439   93.63  263.2   1.9e-78 tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
* APNAJNJK_05519      K01259  136.87  502.8  2.9e-151 proline iminopeptidase [EC:3.4.11.5]
* APNAJNJK_05520      K03154   36.10   92.0   1.1e-26 sulfur carrier protein
* APNAJNJK_05524      K03106  343.03  665.8  3.6e-200 signal recognition particle subunit SRP54 [EC:3.6.5.4]
* APNAJNJK_05527      K03806  208.67  298.6   9.9e-90 N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]
* APNAJNJK_05527      K01447   50.60   94.6   2.9e-27 N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
* APNAJNJK_05528      K00799   63.80  122.5   9.3e-36 glutathione S-transferase [EC:2.5.1.18]
* APNAJNJK_05533      K07795   99.77  344.9  2.6e-103 putative tricarboxylic transport membrane protein
* APNAJNJK_05536      K17737  268.13  306.4   7.3e-92 LysR family transcriptional regulator, carnitine catabolism transcriptional activator
* APNAJNJK_05537      K12538  444.37  458.1  9.8e-138 outer membrane protein, type I secretion system
* APNAJNJK_05537      K12340  240.50  267.1   1.3e-79 outer membrane protein
* APNAJNJK_05538      K12537  372.47  513.8  1.8e-154 membrane fusion protein, type I secretion system
* APNAJNJK_05539      K12536  510.87  786.9  5.3e-237 ATP-binding cassette, subfamily C, type I secretion system permease/ATPase
* APNAJNJK_05540      K12545   68.23  112.2   1.1e-32 heme acquisition protein HasA
* APNAJNJK_05541      K16152  664.83 1071.5         0 heme acquisition protein HasR
* APNAJNJK_05541      K16087  355.57  467.8    3e-140 hemoglobin/transferrin/lactoferrin receptor protein
* APNAJNJK_05541      K02014  162.10  196.6   3.1e-58 iron complex outermembrane recepter protein
* APNAJNJK_05542      K07154   37.23  388.6  1.8e-116 serine/threonine-protein kinase HipA [EC:2.7.11.1]
* APNAJNJK_05543      K15773   57.63   71.0     3e-20 HTH-type transcriptional regulator / antitoxin HipB
* APNAJNJK_05544      K07165   43.50  193.6   2.7e-57 transmembrane sensor
* APNAJNJK_05545      K03088   59.37   90.6   4.5e-26 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_05547      K00883   65.70  374.5    3e-112 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]
* APNAJNJK_05548      K01631  201.30  305.2   5.3e-92 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]
* APNAJNJK_05549      K01684  351.93  607.5  1.1e-182 galactonate dehydratase [EC:4.2.1.6]
* APNAJNJK_05550      K08194  476.87  590.7  6.8e-178 MFS transporter, ACS family, D-galactonate transporter
* APNAJNJK_05552      K01992   18.40   24.7   3.8e-06 ABC-2 type transport system permease protein
* APNAJNJK_05553      K01992   18.40   30.6   6.1e-08 ABC-2 type transport system permease protein
* APNAJNJK_05554      K02014  162.10  312.1   3.5e-93 iron complex outermembrane recepter protein
* APNAJNJK_05555      K19577  405.43  445.0  1.2e-133 MFS transporter, DHA1 family, inner membrane transport protein
* APNAJNJK_05556      K04079   75.40  822.6  1.8e-247 molecular chaperone HtpG
* APNAJNJK_05558      K16345  574.77  660.6  3.9e-199 xanthine permease XanP
* APNAJNJK_05561      K09969  281.23  525.7  2.3e-158 general L-amino acid transport system substrate-binding protein
* APNAJNJK_05563      K18013  108.70  310.0   9.6e-93 3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]
* APNAJNJK_05564      K01999  174.37  192.9   4.1e-57 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_05583      K01483   57.07   87.1   4.2e-25 ureidoglycolate lyase [EC:4.3.2.3]
* APNAJNJK_05591      K21757  289.67  302.6   1.4e-90 LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes
* APNAJNJK_05592      K07229  115.37  261.2   2.8e-78 ferric-chelate reductase (NADPH) [EC:1.16.1.9]
* APNAJNJK_05593      K10947   42.97   61.8   2.5e-17 PadR family transcriptional regulator, regulatory protein PadR
* APNAJNJK_05597      K00286  174.00  249.3   2.5e-74 pyrroline-5-carboxylate reductase [EC:1.5.1.2]
* APNAJNJK_05598      K15054  478.73  539.3  1.3e-162 (S)-mandelate dehydrogenase [EC:1.1.99.31]
* APNAJNJK_05600      K02055  201.10  207.3     2e-61 putative spermidine/putrescine transport system substrate-binding protein
* APNAJNJK_05601      K02052  498.67  511.2  1.7e-153 putative spermidine/putrescine transport system ATP-binding protein
* APNAJNJK_05602      K02054  282.50  339.8  9.5e-102 putative spermidine/putrescine transport system permease protein
* APNAJNJK_05602      K02053  244.87  295.3   2.1e-88 putative spermidine/putrescine transport system permease protein
* APNAJNJK_05603      K01714  250.97  289.9   1.2e-86 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
* APNAJNJK_05604      K02624  233.83  296.3   1.6e-88 IclR family transcriptional regulator, pca regulon regulatory protein
* APNAJNJK_05605      K00477  136.10  180.2   2.5e-53 phytanoyl-CoA hydroxylase [EC:1.14.11.18]
* APNAJNJK_05607      K18900  320.60  533.5  1.3e-160 LysR family transcriptional regulator, regulator for bpeEF and oprC
* APNAJNJK_05608      K18901  460.33  529.5  2.7e-159 membrane fusion protein, multidrug efflux system
* APNAJNJK_05608      K03585  257.10  331.3   4.5e-99 membrane fusion protein, multidrug efflux system
* APNAJNJK_05609      K18902 1854.07 2014.2         0 multidrug efflux pump
* APNAJNJK_05610      K18903  462.50  612.4  2.3e-184 outer membrane protein, multidrug efflux system
* APNAJNJK_05610      K18139  391.37  439.0  1.1e-131 outer membrane protein, multidrug efflux system
* APNAJNJK_05611      K01975   65.10  142.2   9.7e-42 RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]
* APNAJNJK_05614      K05799  137.50  211.1   1.2e-62 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
* APNAJNJK_05615      K00059  266.63  289.0   2.4e-86 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* APNAJNJK_05617      K01999  174.37  194.0   1.9e-57 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_05618      K01997  143.13  260.7   6.8e-78 branched-chain amino acid transport system permease protein
* APNAJNJK_05620      K01995  308.67  351.2  3.9e-105 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_05621      K01996  320.37  358.0  3.5e-107 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_05622      K00059  266.63  288.8   2.9e-86 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* APNAJNJK_05623      K11381  498.80  682.1  3.6e-205 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]
* APNAJNJK_05625      K00627  476.83  478.2  1.5e-143 pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
* APNAJNJK_05626      K00382  457.63  549.6  2.3e-165 dihydrolipoamide dehydrogenase [EC:1.8.1.4]
* APNAJNJK_05628      K01687  581.27  920.8  2.4e-277 dihydroxy-acid dehydratase [EC:4.2.1.9]
* APNAJNJK_05632      K24217  175.93  182.4     5e-54 L-amino acid N-acyltransferase [EC:2.3.1.-]
* APNAJNJK_05635      K06920   95.47  261.0   4.5e-78 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]
* APNAJNJK_05636      K01595   49.70 1128.3         0 phosphoenolpyruvate carboxylase [EC:4.1.1.31]
* APNAJNJK_05638      K02106  158.43  560.1  1.1e-168 short-chain fatty acids transporter
* APNAJNJK_05640      K02624  233.83  382.0  1.7e-114 IclR family transcriptional regulator, pca regulon regulatory protein
* APNAJNJK_05641      K01031  320.10  406.9  8.3e-123 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]
* APNAJNJK_05642      K01032  314.50  423.3  4.5e-127 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]
* APNAJNJK_05643      K03464   40.80  151.9   1.3e-45 muconolactone D-isomerase [EC:5.3.3.4]
* APNAJNJK_05644      K09780   30.30   81.3   2.9e-23 uncharacterized protein
* APNAJNJK_05645      K01055  198.47  319.8   1.2e-95 3-oxoadipate enol-lactonase [EC:3.1.1.24]
* APNAJNJK_05649      K01673   18.47  207.0   1.6e-61 carbonic anhydrase [EC:4.2.1.1]
* APNAJNJK_05650      K11475  167.63  269.6   6.8e-81 GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
* APNAJNJK_05651      K00059  266.63  267.8   6.8e-80 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* APNAJNJK_05652      K01999  174.37  231.5   8.5e-69 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_05653      K01997  143.13  246.1   1.9e-73 branched-chain amino acid transport system permease protein
* APNAJNJK_05654      K01998  236.27  312.7   1.4e-93 branched-chain amino acid transport system permease protein
* APNAJNJK_05655      K01995  308.67  404.9  2.2e-121 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_05656      K01996  320.37  402.1  1.6e-120 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_05659      K05898  334.83  652.8  2.4e-196 3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]
* APNAJNJK_05667      K00381  589.30  622.7  5.6e-187 sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
* APNAJNJK_05670      K07795   99.77  355.0  2.3e-106 putative tricarboxylic transport membrane protein
* APNAJNJK_05675      K02073   97.27  372.5  9.4e-112 D-methionine transport system substrate-binding protein
* APNAJNJK_05677      K03186   96.20  320.3   6.8e-96 flavin prenyltransferase [EC:2.5.1.129]
* APNAJNJK_05678      K07390   89.03  192.6   3.2e-57 monothiol glutaredoxin
* APNAJNJK_05679      K02493  231.10  309.9   1.1e-92 release factor glutamine methyltransferase [EC:2.1.1.297]
* APNAJNJK_05680      K02835  353.67  532.0  5.8e-160 peptide chain release factor 1
* APNAJNJK_05681      K02492   72.90  515.9  5.3e-155 glutamyl-tRNA reductase [EC:1.2.1.70]
* APNAJNJK_05683      K05834  159.47  224.5   3.5e-67 homoserine/homoserine lactone efflux protein
* APNAJNJK_05684      K03719  128.80  167.9   1.1e-49 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* APNAJNJK_05685      K05834  159.47  175.7   2.6e-52 homoserine/homoserine lactone efflux protein
* APNAJNJK_05686      K11939  132.43  397.1  4.5e-119 inner membrane transporter RhtA
* APNAJNJK_05687      K07795   99.77  283.3   1.3e-84 putative tricarboxylic transport membrane protein
* APNAJNJK_05688      K22131  373.20  387.4  1.1e-116 2-dehydrotetronate isomerase [EC:5.3.1.35]
* APNAJNJK_05688      K01816  139.93  331.0   3.9e-99 hydroxypyruvate isomerase [EC:5.3.1.22]
* APNAJNJK_05689      K02014  162.10  255.8   3.8e-76 iron complex outermembrane recepter protein
* APNAJNJK_05691      K03762  468.90  510.1  3.3e-153 MFS transporter, MHS family, proline/betaine transporter
* APNAJNJK_05692      K14057  280.90  326.1   6.6e-98 LysR family transcriptional regulator, regulator of abg operon
* APNAJNJK_05693      K05799  137.50  209.9   2.6e-62 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
* APNAJNJK_05694      K21948  302.00  615.3  1.9e-185 3-dehydrotetronate 4-kinase [EC:2.7.1.217]
* APNAJNJK_05695      K08319  322.63  457.7  6.1e-138 L-threonate 2-dehydrogenase [EC:1.1.1.411]
* APNAJNJK_05695      K00020  288.63  325.0   2.9e-97 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
* APNAJNJK_05696      K22025  327.93  489.7  1.3e-147 D-erythronate 2-dehydrogenase [EC:1.1.1.410]
* APNAJNJK_05697      K22131  373.20  429.4  1.6e-129 2-dehydrotetronate isomerase [EC:5.3.1.35]
* APNAJNJK_05697      K01816  139.93  352.2  1.3e-105 hydroxypyruvate isomerase [EC:5.3.1.22]
* APNAJNJK_05698      K22130  199.70  335.2  7.3e-101 3-dehydro-4-phosphotetronate decarboxylase [EC:4.1.1.104]
* APNAJNJK_05701      K00433  199.23  230.4   1.7e-68 non-heme chloroperoxidase [EC:1.11.1.10]
