Entry	Feature	Location	Qualifier	Value
			product	"Glutamate-1-semialdehyde 2,1-aminomutase"
				
	CDS	complement(5112390..5113055)	gene	thiE_2
			locus_tag	HBIAX_04679
			EC_number	2.5.1.3
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_00097
			codon_start	1
			transl_table	11
			product	Thiamine-phosphate synthase
				
	CDS	complement(5113052..5113861)	gene	thiD_2
			locus_tag	HBIAX_04680
			EC_number	2.7.1.49
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P99124
			codon_start	1
			transl_table	11
			product	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
				
	CDS	5114017..5114181	gene	rubA2
			locus_tag	HBIAX_04681
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q9HTK8
			codon_start	1
			transl_table	11
			product	Rubredoxin-2
				
	CDS	5114309..5114896	locus_tag	HBIAX_04682
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q9RQ16
			note	UPF0301 protein AlgH
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	5114889..5115290	gene	yqgF
			locus_tag	HBIAX_04683
			EC_number	3.1.-.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0A8I1
			codon_start	1
			transl_table	11
			product	Putative pre-16S rRNA nuclease
				
	CDS	5115310..5116299	gene	pyrB_1
			locus_tag	HBIAX_04684
			EC_number	2.1.3.2
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P56585
			codon_start	1
			transl_table	11
			product	Aspartate carbamoyltransferase
				
	CDS	5116296..5117600	gene	pyrC'
			locus_tag	HBIAX_04685
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q59712
			codon_start	1
			transl_table	11
			product	Dihydroorotase-like protein
				
	CDS	5117597..5118337	locus_tag	HBIAX_04686
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5119254..5120150)	gene	gltR_4
			locus_tag	HBIAX_04687
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P94501
			codon_start	1
			transl_table	11
			product	HTH-type transcriptional regulator GltR
				
	CDS	5120317..5120991	gene	rraA_3
			locus_tag	HBIAX_04688
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_00471
			codon_start	1
			transl_table	11
			product	Regulator of ribonuclease activity A
				
	CDS	5120988..5122205	gene	aatA_2
			locus_tag	HBIAX_04689
			EC_number	2.6.1.1
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q02635
			codon_start	1
			transl_table	11
			product	Aspartate/prephenate aminotransferase
				
	CDS	5122274..5123101	gene	glnH_5
			locus_tag	HBIAX_04690
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:O34563
			codon_start	1
			transl_table	11
			product	ABC transporter glutamine-binding protein GlnH
				
	CDS	5123130..5123831	gene	gltJ_3
			locus_tag	HBIAX_04691
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0AER3
			codon_start	1
			transl_table	11
			product	Glutamate/aspartate import permease protein GltJ
				
	CDS	5123832..5124548	gene	glnP_3
			locus_tag	HBIAX_04692
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:O34606
			codon_start	1
			transl_table	11
			product	putative glutamine ABC transporter permease protein GlnP
				
	CDS	5124545..5125270	gene	glnQ_14
			locus_tag	HBIAX_04693
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P27675
			codon_start	1
			transl_table	11
			product	Glutamine transport ATP-binding protein GlnQ
				
	CDS	complement(5126176..5127009)	gene	apaH_1
			locus_tag	HBIAX_04694
			EC_number	3.6.1.41
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q83SQ2
			codon_start	1
			transl_table	11
			product	"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical"
				
	CDS	complement(5127006..5128184)	gene	lptG
			locus_tag	HBIAX_04695
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0ADC6
			codon_start	1
			transl_table	11
			product	Lipopolysaccharide export system permease protein LptG
				
				
	CDS	complement(5128276..5129010)	gene	mtgA
			locus_tag	HBIAX_04696
			EC_number	2.4.1.129
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P46022
			codon_start	1
			transl_table	11
			product	Biosynthetic peptidoglycan transglycosylase
				
	CDS	complement(5129015..5129878)	gene	aroE_3
			locus_tag	HBIAX_04697
			EC_number	1.1.1.25
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q9KVT3
			codon_start	1
			transl_table	11
			product	Shikimate dehydrogenase (NADP(+))
				
	CDS	complement(5129875..5130774)	locus_tag	HBIAX_04698
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5130813..5131901)	gene	btuD_13
			locus_tag	HBIAX_04699
			EC_number	7.6.2.8
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_01005
			codon_start	1
			transl_table	11
			product	Vitamin B12 import ATP-binding protein BtuD
				
	CDS	complement(5131894..5133672)	locus_tag	HBIAX_04700
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5133821..5134918)	locus_tag	HBIAX_04701
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5135113..5137599)	gene	sasA_11
			locus_tag	HBIAX_04702
			EC_number	2.7.-.-
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_01837
			codon_start	1
			transl_table	11
			product	Adaptive-response sensory-kinase SasA
				
	CDS	complement(5137586..5138257)	gene	tctD_2
			locus_tag	HBIAX_04703
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0CL17
			codon_start	1
			transl_table	11
			product	Transcriptional regulatory protein tctD
				
	CDS	complement(5138513..5138722)	locus_tag	HBIAX_04704
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5139279..5141186)	gene	rnb
			locus_tag	HBIAX_04705
			EC_number	3.1.13.1
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_01036
			codon_start	1
			transl_table	11
			product	Exoribonuclease 2
				
	CDS	complement(5141252..5141854)	locus_tag	HBIAX_04706
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5141905..5143275)	gene	mpl
			locus_tag	HBIAX_04707
			EC_number	6.3.2.45
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P37773
			codon_start	1
			transl_table	11
			product	"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl- meso-2,6-diaminoheptandioate ligase"
				
	CDS	5143372..5143902	gene	resA_5
			locus_tag	HBIAX_04708
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q81SZ9
			codon_start	1
			transl_table	11
			product	Thiol-disulfide oxidoreductase ResA
				
	CDS	5143992..5144426	gene	aroQ1
			locus_tag	HBIAX_04709
			EC_number	4.2.1.10
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:O30557
			codon_start	1
			transl_table	11
			product	3-dehydroquinate dehydratase 1
				
	CDS	5144515..5144976	gene	accB_2
			locus_tag	HBIAX_04710
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0ABD8
			codon_start	1
			transl_table	11
			product	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
				
	CDS	5144986..5146332	gene	accC_2
			locus_tag	HBIAX_04711
			EC_number	6.3.4.14
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P37798
			codon_start	1
			transl_table	11
			product	Biotin carboxylase
				
	CDS	5146435..5147361	gene	prmA
			locus_tag	HBIAX_04712
			EC_number	2.1.1.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0A8T1
			codon_start	1
			transl_table	11
			product	Ribosomal protein L11 methyltransferase
				
	CDS	5147387..5148712	locus_tag	HBIAX_04713
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	5148725..5149666	gene	adoK
			locus_tag	HBIAX_04714
			EC_number	2.7.1.20
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P9WID5
			codon_start	1
			transl_table	11
			product	Adenosine kinase
				
	CDS	5149887..5150390	gene	slyB
			locus_tag	HBIAX_04715
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0A1X0
			codon_start	1
			transl_table	11
			product	Outer membrane lipoprotein SlyB
				
	CDS	5150803..5151042	locus_tag	HBIAX_04716
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	5151020..5152198	locus_tag	HBIAX_04717
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
				
	CDS	5152195..5152401	locus_tag	HBIAX_04718
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	5152409..5153536	locus_tag	HBIAX_04719
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	5153553..5155001	gene	dltA_2
			locus_tag	HBIAX_04720
			EC_number	6.2.1.54
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q81G39
			codon_start	1
			transl_table	11
			product	D-alanine--D-alanyl carrier protein ligase
				
	CDS	complement(5155065..5155625)	locus_tag	HBIAX_04721
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5155805..5156452)	locus_tag	HBIAX_04722
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5156798..5157997)	gene	nrdB
			locus_tag	HBIAX_04723
			EC_number	1.17.4.1
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:O84835
			codon_start	1
			transl_table	11
			product	Ribonucleoside-diphosphate reductase subunit beta
				
	CDS	complement(5158018..5160948)	locus_tag	HBIAX_04724
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5161252..5164761)	locus_tag	HBIAX_04725
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	5164897..5165346	gene	lrp_8
			locus_tag	HBIAX_04726
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0ACJ0
			codon_start	1
			transl_table	11
			product	Leucine-responsive regulatory protein
				
	CDS	complement(5165892..5166872)	locus_tag	HBIAX_04727
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:B3EWP1
			note	UPF0065 protein in clcB-clcD intergenic region
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5167016..5167867)	locus_tag	HBIAX_04728
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	5167942..5168841	gene	cynR_9
			locus_tag	HBIAX_04729
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P27111
			codon_start	1
			transl_table	11
			product	HTH-type transcriptional regulator CynR
				
	CDS	5169030..5169536	locus_tag	HBIAX_04730
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	5169668..5170861	locus_tag	HBIAX_04731
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5170935..5172341)	gene	gltX
			locus_tag	HBIAX_04732
			EC_number	6.1.1.17
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q2SX36
			codon_start	1
			transl_table	11
			product	Glutamate--tRNA ligase
				
	CDS	5172462..5174903	locus_tag	HBIAX_04733
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5174959..5175651)	gene	rutB_2
			locus_tag	HBIAX_04734
			EC_number	3.5.1.110
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P75897
			codon_start	1
			transl_table	11
			product	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
				
	CDS	complement(5175661..5176497)	locus_tag	HBIAX_04735
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5176501..5177313)	gene	ssuB_3
			locus_tag	HBIAX_04736
			EC_number	3.6.3.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P97027
			codon_start	1
			transl_table	11
			product	Aliphatic sulfonates import ATP-binding protein SsuB
				
	CDS	complement(5177313..5178320)	locus_tag	HBIAX_04737
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(5178627..5179304)	gene	estB
			locus_tag	HBIAX_04738
			EC_number	3.1.1.1
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q53547
			codon_start	1
			transl_table	11
			product	Carboxylesterase 2
				
	CDS	complement(5179320..5179868)	locus_tag	HBIAX_04739
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q87WS9
			note	UPF0307 protein PSPTO_4464
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	5179927..5181291	gene	pmbA
			locus_tag	HBIAX_04740
			EC_number	3.4.-.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0AFK0
			codon_start	1
			transl_table	11
			product	Metalloprotease PmbA
				
	CDS	5181425..5182639	gene	takP_1
			locus_tag	HBIAX_04741
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q3J1R2
			codon_start	1
			transl_table	11
			product	Alpha-keto acid-binding periplasmic protein TakP
				
	CDS	5182897..5184051	gene	braC_8
			locus_tag	HBIAX_04742
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P21175
			codon_start	1
			transl_table	11
			product	"Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein"
				
	CDS	5184301..5185182	gene	livH_17
			locus_tag	HBIAX_04743
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0AEX7
			codon_start	1
			transl_table	11
			product	High-affinity branched-chain amino acid transport system permease protein LivH
				
	CDS	5185185..5186051	locus_tag	HBIAX_04744
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	5186044..5186832	gene	lptB_11
			locus_tag	HBIAX_04745
			EC_number	3.6.3.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P45073
			codon_start	1
			transl_table	11
			product	Lipopolysaccharide export system ATP-binding protein LptB
				
	CDS	5186829..5187542	gene	livF_19
			locus_tag	HBIAX_04746
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P22731
